Date,Product_Category,Product,Region,Customer_Type,Units_Sold,Unit_Price,Revenue,Profit
2022-05-24,Clothing,Jeans,North,Direct,49,355.9,20926.92,4256.56
2022-05-24,Beauty,Hair Dryer,Central,Retail,68,410.48,27912.64,9961.21
2022-05-24,Clothing,T-Shirt,South,Direct,58,433.95,23910.64,9257.18
2022-05-24,Home & Garden,Bedding Set,South,Direct,8,360.01,2736.08,778.98
2022-05-24,Beauty,Fragrance,Central,Direct,50,120.92,6046.0,1413.92
2022-05-24,Clothing,Sneakers,West,Retail,33,198.78,7215.71,3242.07
2022-05-24,Electronics,Tablet,South,Direct,28,320.32,8520.51,
2022-05-24,Beauty,Makeup Palette,East,Wholesale,5,40.23,201.15,78.47
2022-05-24,Beauty,Hair Dryer,East,Wholesale,34,267.84,9106.56,1787.7
2022-05-24,Home & Garden,Office Chair,Central,Retail,38,81.94,3113.72,1036.71
2022-05-24,Sports,Running Shoes,North,Wholesale,86,217.99,22496.57,9951.81
2022-05-24,Clothing,Jacket,South,Direct,94,269.66,24080.64,5635.95
2022-05-24,Home & Garden,Cookware Set,East,Direct,23,67.85,1560.55,406.36
2022-05-24,Sports,Yoga Mat,East,Wholesale,79,138.18,10916.22,4508.27
2022-05-24,Beauty,Skin Care Kit,South,Direct,19,193.14,3486.18,1486.41
2022-05-24,Sports,Dumbbell Set,South,Retail,90,359.54,30740.67,11990.21
2022-05-24,Home & Garden,Garden Tools,East,Direct,91,491.1,44690.1,14255.66
2022-05-24,Sports,Yoga Mat,East,Direct,68,244.64,16635.52,3961.23
2022-05-24,Home & Garden,Bedding Set,Central,Retail,69,280.59,19360.71,3922.82
2022-05-24,Home & Garden,Cookware Set,South,Direct,65,439.66,27149.01,12159.2
2022-05-24,Beauty,Face Serum,West,Direct,31,403.28,13751.85,2081.46
2022-05-24,Beauty,Face Serum,East,Wholesale,8,189.96,1519.68,666.12
2022-05-24,Beauty,Face Serum,East,Wholesale,8,189.96,1519.68,666.12
2022-05-25,Clothing,Dress,Central,Direct,97,136.74,13263.78,3911.59
2022-05-25,Clothing,Sneakers,East,Wholesale,7,485.46,3398.22,825.03
2022-05-25,Sports,Dumbbell Set,West,Wholesale,48,325.56,17189.57,3679.5
2022-05-25,Home & Garden,Cookware Set,Central,Wholesale,37,340.9,12613.3,2801.62
2022-05-25,Clothing,T-Shirt,South,Retail,3,142.85,407.12,123.5
2022-05-25,Home & Garden,Office Chair,West,Retail,99,174.34,18985.63,3708.85
2022-05-25,Clothing,Jeans,East,Direct,82,409.63,33589.66,7852.46
2022-05-25,Electronics,Headphones,Central,Retail,26,264.16,6868.16,1343.34
2022-05-25,Home & Garden,Lamp,East,Direct,45,308.41,13878.45,2302.5
2022-05-25,Beauty,Hair Dryer,West,Retail,92,46.7,4726.04,2068.04
2022-05-25,Beauty,Skin Care Kit,East,Retail,60,124.57,7474.2,1593.9
2022-05-25,Sports,Yoga Mat,Central,Wholesale,65,256.01,16640.65,4687.36
2022-05-25,Home & Garden,Bedding Set,West,Retail,66,346.92,25186.39,5903.6
2022-05-25,Clothing,Sneakers,Central,Wholesale,33,264.62,8732.46,2599.79
2022-05-25,Clothing,Jacket,South,Wholesale,87,158.15,13071.1,5079.45
2022-05-25,Sports,Dumbbell Set,East,Retail,19,325.68,6187.92,2501.24
2022-05-25,Clothing,Sneakers,North,Direct,69,49.42,4091.98,1391.27
2022-05-25,Home & Garden,Office Chair,North,Wholesale,93,457.55,51062.58,16036.16
2022-05-25,Clothing,Jacket,East,Wholesale,33,432.53,14273.49,3847.17
2022-05-26,Clothing,Dress,South,Direct,54,251.09,12880.92,2163.59
2022-05-26,Clothing,Jeans,North,Retail,3,82.38,296.57,107.18
2022-05-26,Sports,Running Shoes,North,Direct,75,245.95,22135.5,7905.68
2022-05-26,Beauty,Makeup Palette,West,Wholesale,11,424.68,5138.63,1542.25
2022-05-26,Beauty,Skin Care Kit,North,Wholesale,59,464.33,32874.56,
2022-05-26,Clothing,Jeans,Central,Retail,27,70.15,1894.05,696.01
2022-05-26,Beauty,Skin Care Kit,West,Retail,68,412.76,30874.45,13150.22
2022-05-26,Beauty,Face Serum,South,Retail,37,88.02,3093.9,835.52
2022-05-26,Beauty,Face Serum,East,Direct,74,330.39,24448.86,
2022-05-26,Electronics,Smartphone,North,Retail,63,126.3,9548.28,3961.3
2022-05-26,Home & Garden,Office Chair,South,Retail,96,315.15,28741.68,11898.47
2022-05-26,Clothing,Dress,East,Wholesale,5,360.85,1804.25,325.96
2022-05-26,Electronics,Tablet,South,Retail,23,370.82,8102.42,3234.17
2022-05-26,Clothing,Jacket,West,Wholesale,43,17.12,809.78,218.61
2022-05-26,Beauty,Fragrance,Central,Direct,72,444.55,32007.6,14064.82
2022-05-26,Sports,Yoga Mat,East,Direct,49,119.4,5850.6,1480.02
2022-05-26,Sports,Yoga Mat,Central,Retail,16,401.72,6427.52,2141.52
2022-05-26,Clothing,Sneakers,East,Direct,68,220.39,14986.52,3211.62
2022-05-26,Home & Garden,Office Chair,Central,Direct,19,106.33,2020.27,480.69
2022-05-27,Electronics,Smartphone,East,Retail,48,158.6,7612.8,
2022-05-27,Sports,Yoga Mat,North,Wholesale,82,290.58,28593.07,11130.14
2022-05-27,Home & Garden,Lamp,Central,Direct,20,477.31,9546.2,3474.43
2022-05-27,Beauty,Makeup Palette,East,Retail,42,198.19,8323.98,3139.72
2022-05-27,Home & Garden,Lamp,Central,Retail,79,75.61,5973.19,997.12
2022-05-27,Beauty,Fragrance,East,Wholesale,49,478.64,23453.36,8278.16
2022-05-27,Sports,Dumbbell Set,Central,Wholesale,95,255.1,24234.5,7923.88
2022-05-27,Beauty,Skin Care Kit,South,Retail,63,86.08,5151.89,1685.19
2022-05-27,Beauty,Hair Dryer,East,Wholesale,96,394.88,37908.48,10968.93
2022-05-27,Beauty,Hair Dryer,Central,Retail,49,253.93,12442.57,3821.15
2022-05-27,Home & Garden,Lamp,West,Wholesale,9,312.63,3095.04,1036.63
2022-05-27,Sports,Running Shoes,South,Wholesale,7,22.37,148.76,30.63
2022-05-27,Electronics,Smartwatch,South,Wholesale,73,84.26,5843.43,968.81
2022-05-27,Sports,Yoga Mat,Central,Direct,6,309.24,1855.44,
2022-05-27,Beauty,Fragrance,West,Retail,6,355.97,2349.4,455.47
2022-05-27,Clothing,Jacket,West,Direct,30,49.04,1618.32,528.28
2022-05-27,Beauty,Hair Dryer,West,Retail,47,350.74,18133.26,7626.79
2022-05-27,Clothing,Jacket,Central,Retail,53,220.98,11711.94,3573.79
2022-05-27,Home & Garden,Lamp,North,Direct,69,178.65,14792.22,3516.85
2022-05-28,Sports,Dumbbell Set,Central,Wholesale,3,319.66,958.98,309.28
2022-05-28,Sports,Bike Helmet,West,Direct,94,486.9,50345.46,19994.37
2022-05-28,Home & Garden,Office Chair,East,Retail,95,20.26,1924.7,753.78
2022-05-28,Clothing,Dress,North,Direct,11,96.17,1269.44,265.72
2022-05-28,Electronics,Smartwatch,Central,Retail,79,241.43,19072.97,4555.23
2022-05-28,Beauty,Face Serum,South,Retail,12,153.38,1748.53,553.67
2022-05-28,Home & Garden,Lamp,West,Wholesale,87,85.31,8164.17,3311.67
2022-05-28,Sports,Tennis Racket,West,Direct,56,97.67,6016.47,2259.31
2022-05-28,Home & Garden,Bedding Set,South,Direct,71,417.64,28169.82,8900.76
2022-05-28,Clothing,Jeans,West,Direct,58,416.44,26568.87,10168.81
2022-05-28,Electronics,Smartphone,West,Retail,69,484.27,36756.09,9962.08
2022-05-28,Clothing,Jacket,North,Retail,83,354.67,35325.13,11587.15
2022-05-28,Home & Garden,Garden Tools,West,Retail,70,260.64,20069.28,6466.02
2022-05-28,Beauty,Skin Care Kit,West,Direct,98,35.09,3782.7,735.13
2022-05-29,Sports,Yoga Mat,West,Retail,79,150.4,13069.76,4437.36
2022-05-29,Home & Garden,Lamp,South,Direct,56,497.89,26487.75,11727.0
2022-05-29,Clothing,Jacket,South,Retail,19,36.98,667.49,170.01
2022-05-29,Clothing,Jeans,South,Wholesale,10,115.44,1096.68,286.78
2022-05-29,Sports,Dumbbell Set,South,Wholesale,42,362.4,14459.76,4351.12
2022-05-29,Home & Garden,Office Chair,North,Wholesale,12,107.85,1553.04,631.85
2022-05-29,Clothing,Jeans,North,Wholesale,67,306.76,24663.5,6493.35
2022-05-29,Sports,Dumbbell Set,West,Wholesale,58,467.19,29806.72,5458.0
2022-05-29,Home & Garden,Garden Tools,East,Direct,30,121.67,3650.1,1333.27
2022-05-29,Sports,Tennis Racket,West,Wholesale,10,101.58,1117.38,169.92
2022-05-29,Home & Garden,Garden Tools,North,Direct,66,82.43,6528.46,1428.16
2022-05-29,Electronics,Headphones,West,Direct,24,410.49,10836.94,1799.42
2022-05-29,Home & Garden,Cookware Set,Central,Direct,24,346.33,8311.92,2423.25
2022-05-29,Beauty,Skin Care Kit,East,Retail,95,143.47,13629.65,4100.67
2022-05-29,Beauty,Face Serum,South,Wholesale,29,446.93,12312.92,2087.36
2022-05-29,Sports,Bike Helmet,East,Retail,47,16.62,781.14,132.35
2022-05-29,Beauty,Hair Dryer,Central,Retail,88,413.51,36388.88,10291.26
2022-05-29,Clothing,T-Shirt,West,Retail,27,462.84,13746.35,5077.23
2022-05-30,Clothing,Jeans,East,Retail,53,32.4,1717.2,702.72
2022-05-30,Clothing,Jacket,South,Wholesale,52,28.8,1422.72,636.13
2022-05-30,Electronics,Tablet,West,Retail,72,296.74,23501.81,4338.97
2022-05-30,Sports,Bike Helmet,East,Retail,39,316.46,12341.94,3837.61
2022-05-30,Electronics,Tablet,West,Direct,27,462.95,13749.62,2168.68
2022-05-30,Sports,Yoga Mat,West,Wholesale,46,176.48,8929.89,1398.88
2022-05-30,Clothing,Dress,West,Retail,24,194.73,5140.87,1643.38
2022-05-30,Home & Garden,Bedding Set,West,Wholesale,18,300.48,5949.5,1380.47
2022-05-30,Home & Garden,Office Chair,Central,Retail,32,476.3,15241.6,4014.74
2022-05-30,Electronics,Headphones,East,Wholesale,80,482.52,38601.6,8414.21
2022-05-30,Home & Garden,Garden Tools,South,Direct,63,497.43,29771.19,12590.83
2022-05-30,Electronics,Headphones,West,Retail,33,120.64,4379.23,1698.23
2022-05-31,Clothing,Jacket,South,Retail,28,54.76,1456.62,569.55
2022-05-31,Clothing,Jacket,East,Direct,83,461.12,38272.96,15611.4
2022-05-31,Electronics,Headphones,East,Wholesale,46,341.14,15692.44,5167.38
2022-05-31,Home & Garden,Garden Tools,North,Wholesale,75,206.68,18601.2,7492.38
2022-05-31,Home & Garden,Bedding Set,East,Retail,81,163.62,13253.22,2006.93
2022-05-31,Home & Garden,Office Chair,West,Retail,94,485.86,50237.92,20959.54
2022-05-31,Home & Garden,Office Chair,Central,Wholesale,83,237.0,19671.0,4263.66
2022-05-31,Home & Garden,Cookware Set,South,Wholesale,83,205.64,16214.71,3489.88
2022-05-31,Beauty,Face Serum,East,Retail,66,411.5,27159.0,9809.74
2022-05-31,Beauty,Hair Dryer,East,Wholesale,1,181.73,181.73,47.15
2022-05-31,Clothing,Dress,West,Retail,63,65.25,4521.83,2002.1
2022-06-01,Electronics,Headphones,West,Retail,10,450.64,4957.04,1222.57
2022-06-01,Clothing,Jeans,East,Retail,94,479.53,45075.82,15489.53
2022-06-01,Clothing,Jeans,Central,Retail,6,115.36,692.16,281.69
2022-06-01,Sports,Running Shoes,Central,Retail,63,234.3,14760.9,2712.28
2022-06-01,Sports,Yoga Mat,East,Direct,66,441.56,29142.96,7729.97
2022-06-01,Electronics,Smartwatch,West,Direct,86,208.87,19759.1,7279.33
2022-06-01,Electronics,Headphones,North,Direct,69,15.62,1293.34,314.74
2022-06-01,Clothing,Sneakers,Central,Retail,29,188.41,5463.89,2401.47
2022-06-01,Sports,Bike Helmet,West,Retail,98,143.07,15422.95,6480.79
2022-06-01,Electronics,Smartphone,North,Wholesale,31,378.67,14086.52,5225.03
2022-06-01,Beauty,Hair Dryer,North,Direct,79,346.82,32878.54,7671.47
2022-06-01,Home & Garden,Cookware Set,East,Wholesale,22,50.09,1101.98,281.5
2022-06-01,Home & Garden,Garden Tools,North,Wholesale,33,117.36,4647.46,1000.77
2022-06-01,Clothing,Jeans,East,Wholesale,84,365.02,30661.68,8004.52
2022-06-02,Sports,Dumbbell Set,North,Wholesale,61,330.5,24192.6,10808.83
2022-06-02,Home & Garden,Office Chair,Central,Retail,97,273.56,26535.32,11207.44
2022-06-02,Clothing,Jeans,West,Retail,8,59.27,521.58,126.82
2022-06-02,Home & Garden,Lamp,North,Retail,23,200.51,5534.08,2261.19
2022-06-02,Electronics,Headphones,Central,Retail,43,305.31,13128.33,5428.03
2022-06-02,Clothing,Sneakers,East,Direct,41,44.52,1825.32,605.74
2022-06-02,Sports,Tennis Racket,South,Wholesale,10,110.23,1047.18,413.82
2022-06-02,Electronics,Laptop,West,Retail,19,310.34,6486.11,2754.59
2022-06-02,Home & Garden,Garden Tools,East,Wholesale,22,437.26,9619.72,1989.24
2022-06-02,Sports,Dumbbell Set,East,Retail,10,499.7,4997.0,763.42
2022-06-02,Sports,Yoga Mat,Central,Wholesale,68,175.17,11911.56,4458.95
2022-06-02,Home & Garden,Lamp,East,Retail,32,16.71,534.72,191.93
2022-06-02,Clothing,Jacket,West,Retail,32,221.31,7790.11,
2022-06-03,Electronics,Smartphone,West,Retail,95,256.75,26830.38,8066.64
2022-06-03,Beauty,Hair Dryer,North,Wholesale,81,376.75,36620.1,12138.14
2022-06-03,Sports,Bike Helmet,West,Direct,93,475.23,48616.03,16672.56
2022-06-03,Home & Garden,Cookware Set,West,Retail,48,205.23,10836.14,3985.44
2022-06-03,Clothing,T-Shirt,West,Direct,30,116.38,3840.54,
2022-06-03,Clothing,Dress,North,Retail,51,87.29,5342.15,1319.57
2022-06-03,Sports,Running Shoes,Central,Direct,54,415.42,22432.68,9172.71
2022-06-03,Clothing,Jacket,West,Direct,41,449.64,20278.76,8004.91
2022-06-03,Clothing,Sneakers,North,Retail,27,128.84,4174.42,1547.84
2022-06-03,Clothing,Jeans,Central,Retail,28,389.06,10893.68,4592.06
2022-06-03,Electronics,Smartphone,North,Wholesale,7,363.98,3057.43,942.09
2022-06-03,Beauty,Hair Dryer,East,Retail,36,42.29,1522.44,582.49
2022-06-03,Sports,Running Shoes,North,Retail,41,330.49,16260.11,3496.15
2022-06-03,Beauty,Hair Dryer,Central,Retail,1,111.73,111.73,39.71
2022-06-03,Electronics,Tablet,West,Direct,9,401.04,3970.3,1292.01
2022-06-04,Electronics,Headphones,East,Retail,53,162.61,8618.33,2166.31
2022-06-04,Clothing,Sneakers,South,Retail,98,221.92,20660.75,6975.59
2022-06-04,Electronics,Smartwatch,West,Wholesale,51,477.34,26778.77,8701.96
2022-06-04,Sports,Tennis Racket,East,Retail,93,142.62,13263.66,4729.67
2022-06-04,Sports,Yoga Mat,West,Retail,92,130.27,13183.32,5827.78
2022-06-04,Home & Garden,Office Chair,North,Direct,32,226.1,8682.24,1875.48
2022-06-04,Home & Garden,Bedding Set,North,Direct,98,69.05,8120.28,3318.68
2022-06-04,Home & Garden,Lamp,Central,Wholesale,42,99.82,4192.44,1759.17
2022-06-04,Electronics,Headphones,North,Retail,50,43.01,2580.6,478.28
2022-06-04,Beauty,Face Serum,North,Direct,10,114.12,1369.44,327.57
2022-06-04,Home & Garden,Garden Tools,East,Wholesale,79,208.55,16475.45,3368.75
2022-06-05,Sports,Tennis Racket,North,Retail,42,488.82,24636.53,9108.98
2022-06-05,Sports,Tennis Racket,West,Direct,23,95.57,2417.92,738.87
2022-06-05,Home & Garden,Garden Tools,Central,Wholesale,85,492.2,41837.0,6731.99
2022-06-05,Clothing,Jacket,North,Retail,9,494.34,5338.87,2215.55
2022-06-05,Sports,Yoga Mat,North,Direct,61,87.27,6388.16,1713.56
2022-06-05,Beauty,Skin Care Kit,West,Direct,28,127.18,3917.14,1382.13
2022-06-05,Home & Garden,Office Chair,North,Wholesale,81,335.47,32607.68,6124.22
2022-06-05,Electronics,Laptop,East,Direct,92,349.55,32158.6,7590.76
2022-06-05,Electronics,Smartphone,South,Wholesale,85,437.52,35329.74,5703.15
2022-06-05,Home & Garden,Cookware Set,East,Retail,60,412.44,24746.4,5729.16
2022-06-05,Sports,Yoga Mat,Central,Retail,44,360.25,15851.0,4327.87
2022-06-05,Sports,Yoga Mat,South,Wholesale,58,64.69,3564.42,1558.75
2022-06-05,Sports,Yoga Mat,North,Direct,23,59.78,1649.93,302.35
2022-06-06,Electronics,Laptop,North,Retail,32,107.69,4135.3,645.58
2022-06-06,Sports,Yoga Mat,East,Direct,55,163.14,8972.7,2032.02
2022-06-06,Clothing,Dress,North,Retail,69,21.29,1762.81,535.05
2022-06-06,Beauty,Skin Care Kit,West,Direct,71,382.82,29898.24,10971.54
2022-06-06,Sports,Bike Helmet,North,Retail,50,124.6,7476.0,2005.07
2022-06-06,Clothing,Dress,East,Direct,49,379.1,18575.9,8132.14
2022-06-06,Sports,Running Shoes,South,Direct,26,108.51,2680.2,820.39
2022-06-06,Electronics,Tablet,Central,Direct,66,255.06,16833.96,4816.67
2022-06-06,Sports,Tennis Racket,Central,Retail,76,30.42,2311.92,479.05
2022-06-06,Clothing,Jacket,West,Direct,77,260.89,22097.38,4218.82
2022-06-06,Electronics,Headphones,East,Direct,33,492.01,16236.33,6313.01
2022-06-06,Sports,Tennis Racket,East,Direct,38,117.26,4455.88,1222.93
2022-06-06,Clothing,T-Shirt,West,Direct,9,116.3,1151.37,229.03
2022-06-06,Sports,Tennis Racket,North,Retail,22,21.72,573.41,163.94
2022-06-06,Electronics,Tablet,East,Wholesale,42,465.18,19537.56,5608.75
2022-06-06,Clothing,Sneakers,Central,Wholesale,72,21.38,1539.36,336.29
2022-06-07,Sports,Yoga Mat,South,Wholesale,15,236.11,3364.57,623.25
2022-06-07,Beauty,Skin Care Kit,East,Retail,99,312.84,30971.16,10194.9
2022-06-07,Clothing,Jeans,East,Direct,50,475.24,23762.0,3795.16
2022-06-07,Electronics,Laptop,East,Direct,20,196.2,3924.0,1511.4
2022-06-07,Electronics,Headphones,Central,Retail,4,401.52,1606.08,676.94
2022-06-07,Sports,Running Shoes,Central,Direct,30,273.04,8191.2,3490.68
2022-06-07,Sports,Bike Helmet,East,Retail,22,88.41,1945.02,501.05
2022-06-07,Beauty,Makeup Palette,South,Direct,56,129.74,6902.17,2419.3
2022-06-07,Sports,Yoga Mat,West,Wholesale,2,155.2,341.44,
2022-06-07,Sports,Tennis Racket,Central,Wholesale,71,445.23,31611.33,11834.69
2022-06-07,Clothing,Dress,East,Wholesale,54,332.91,17977.14,5331.55
2022-06-07,Clothing,T-Shirt,North,Direct,15,293.79,5288.22,1245.02
2022-06-07,Beauty,Makeup Palette,West,Retail,88,222.03,21492.5,6961.41
2022-06-07,Electronics,Tablet,East,Wholesale,4,309.19,1236.76,450.32
2022-06-07,Beauty,Fragrance,North,Wholesale,60,425.84,30660.48,4618.8
2022-06-07,Clothing,Dress,West,Retail,26,75.56,2161.02,778.51
2022-06-07,Sports,Yoga Mat,South,Retail,58,241.03,13280.75,4986.35
2022-06-07,Beauty,Face Serum,East,Wholesale,8,275.18,2201.44,636.46
2022-06-07,Electronics,Headphones,North,Direct,31,416.28,15485.62,3941.33
2022-06-07,Electronics,Tablet,East,Direct,27,68.54,1850.58,748.78
2022-06-07,Clothing,Dress,South,Retail,76,92.53,6680.67,1251.29
2022-06-07,Beauty,Skin Care Kit,West,Wholesale,65,56.42,4034.03,1546.88
2022-06-07,Home & Garden,Cookware Set,East,Direct,20,245.14,4902.8,1848.74
2022-06-07,Clothing,Sneakers,East,Retail,72,140.21,10095.12,3610.23
2022-06-07,Electronics,Smartphone,West,Direct,95,98.09,10250.41,2549.57
2022-06-08,Beauty,Makeup Palette,North,Retail,43,76.96,3971.14,1154.72
2022-06-08,Clothing,Sneakers,South,Wholesale,71,82.56,5568.67,1127.64
2022-06-08,Electronics,Headphones,West,Direct,47,265.85,13744.45,3499.71
2022-06-08,Sports,Running Shoes,West,Wholesale,1,423.92,466.31,185.34
2022-06-08,Clothing,T-Shirt,South,Retail,41,54.79,2134.07,735.87
2022-06-08,Beauty,Skin Care Kit,Central,Retail,25,459.82,11495.5,4471.26
2022-06-08,Clothing,Sneakers,East,Retail,56,469.94,26316.64,8807.27
2022-06-08,Clothing,Dress,South,Direct,89,301.23,25469.0,10306.42
2022-06-08,Clothing,Dress,Central,Direct,8,334.95,2679.6,420.02
2022-06-08,Sports,Bike Helmet,North,Retail,88,481.23,50817.89,9964.88
2022-06-08,Sports,Running Shoes,West,Retail,35,107.0,4119.5,1728.2
2022-06-08,Clothing,Jacket,South,Retail,22,107.71,2251.14,488.22
2022-06-08,Home & Garden,Bedding Set,Central,Wholesale,21,312.77,6568.17,2145.6
2022-06-08,Beauty,Face Serum,South,Retail,43,90.33,3689.98,956.77
2022-06-08,Sports,Dumbbell Set,South,Direct,51,20.86,1010.67,255.97
2022-06-08,Electronics,Smartwatch,West,Retail,5,118.25,650.38,143.21
2022-06-08,Beauty,Skin Care Kit,Central,Wholesale,77,380.58,29304.66,6106.11
2022-06-08,Beauty,Hair Dryer,Central,Wholesale,75,104.24,7818.0,3439.16
2022-06-08,Beauty,Face Serum,Central,Wholesale,46,197.46,9083.16,2163.93
2022-06-08,Home & Garden,Garden Tools,South,Retail,29,273.36,7531.07,2186.75
2022-06-09,Beauty,Face Serum,North,Retail,51,76.13,4659.16,766.45
2022-06-09,Sports,Tennis Racket,East,Wholesale,65,437.38,28429.7,4811.06
2022-06-09,Sports,Yoga Mat,North,Wholesale,81,381.26,37058.47,15387.86
2022-06-09,Home & Garden,Bedding Set,South,Retail,80,272.16,20684.16,4186.9
2022-06-09,Beauty,Makeup Palette,Central,Direct,80,324.34,25947.2,5558.89
2022-06-09,Beauty,Hair Dryer,South,Retail,58,288.89,15917.84,6275.87
2022-06-09,Sports,Running Shoes,North,Direct,32,43.4,1666.56,303.47
2022-06-09,Home & Garden,Cookware Set,Central,Wholesale,98,119.14,11675.72,2644.41
2022-06-09,Clothing,Jeans,Central,Direct,46,318.86,14667.56,2893.98
2022-06-10,Beauty,Skin Care Kit,South,Retail,81,113.4,8726.13,3037.81
2022-06-10,Beauty,Hair Dryer,Central,Wholesale,65,159.96,10397.4,2268.66
2022-06-10,Electronics,Laptop,West,Wholesale,63,234.65,16261.25,
2022-06-10,Electronics,Laptop,West,Retail,66,271.95,19743.57,5259.12
2022-06-10,Home & Garden,Office Chair,East,Wholesale,77,327.97,25253.69,6063.32
2022-06-10,Sports,Running Shoes,Central,Direct,86,275.43,23686.98,7605.81
2022-06-10,Home & Garden,Garden Tools,West,Wholesale,73,50.18,4029.45,664.42
2022-06-10,Home & Garden,Office Chair,South,Direct,6,285.63,1628.09,278.19
2022-06-10,Clothing,Jeans,South,Wholesale,59,170.57,9560.45,3113.33
2022-06-10,Beauty,Face Serum,North,Direct,24,409.1,11782.08,4386.34
2022-06-10,Clothing,Jacket,Central,Wholesale,87,273.63,23805.81,10047.47
2022-06-10,Beauty,Skin Care Kit,West,Direct,83,272.99,24923.99,10033.58
2022-06-10,Home & Garden,Garden Tools,Central,Wholesale,96,478.54,45939.84,12884.89
2022-06-10,Beauty,Makeup Palette,Central,Retail,1,322.96,322.96,59.39
2022-06-11,Electronics,Laptop,Central,Retail,10,243.65,2436.5,799.6
2022-06-11,Beauty,Face Serum,Central,Direct,75,492.36,36927.0,15358.55
2022-06-11,Electronics,Headphones,Central,Direct,70,16.1,1127.0,301.5
2022-06-11,Sports,Bike Helmet,South,Retail,89,312.45,26417.65,4681.04
2022-06-11,Clothing,Jacket,West,Wholesale,51,278.3,15612.63,2904.88
2022-06-11,Clothing,T-Shirt,South,Wholesale,22,187.35,3915.61,837.87
2022-06-11,Sports,Yoga Mat,Central,Wholesale,69,305.54,21082.26,7226.72
2022-06-11,Beauty,Hair Dryer,East,Wholesale,6,76.4,458.4,160.08
2022-06-11,Clothing,Dress,West,Direct,88,233.92,22643.46,7055.31
2022-06-11,Clothing,Dress,West,Direct,88,233.92,22643.46,7055.31
2022-06-12,Beauty,Face Serum,West,Retail,9,32.02,317.0,128.58
2022-06-12,Electronics,Tablet,East,Direct,73,187.73,13704.29,3252.93
2022-06-12,Electronics,Headphones,North,Direct,18,18.9,408.24,81.9
2022-06-12,Beauty,Fragrance,West,Direct,63,99.04,6863.47,1087.53
2022-06-12,Sports,Yoga Mat,East,Retail,59,401.37,23680.83,8327.85
2022-06-12,Home & Garden,Cookware Set,East,Retail,4,64.89,259.56,95.17
2022-06-12,Sports,Running Shoes,North,Direct,57,386.68,26448.91,8785.8
2022-06-12,Electronics,Tablet,East,Retail,73,266.61,19462.53,4029.6
2022-06-12,Sports,Dumbbell Set,North,Direct,17,21.87,446.15,127.19
2022-06-12,Electronics,Tablet,Central,Retail,1,135.11,135.11,38.0
2022-06-12,Home & Garden,Cookware Set,North,Wholesale,78,452.47,42351.19,14983.76
2022-06-12,Home & Garden,Bedding Set,North,Wholesale,47,349.98,19738.87,3484.03
2022-06-12,Clothing,T-Shirt,South,Retail,63,348.74,20872.09,8336.72
2022-06-12,Beauty,Face Serum,Central,Retail,89,46.77,4162.53,633.35
2022-06-12,Electronics,Laptop,West,Retail,85,340.46,31833.01,12802.61
2022-06-13,Sports,Running Shoes,South,Retail,38,158.59,5725.1,2236.8
2022-06-13,Home & Garden,Lamp,South,Direct,77,177.41,12977.54,4409.89
2022-06-13,Beauty,Face Serum,North,Wholesale,87,497.65,51954.66,20517.95
2022-06-13,Clothing,Jeans,Central,Retail,1,422.51,422.51,117.84
2022-06-13,Beauty,Fragrance,Central,Direct,61,287.27,17523.47,6711.85
2022-06-13,Clothing,Jacket,North,Retail,44,119.92,6331.78,1862.27
2022-06-13,Beauty,Skin Care Kit,North,Retail,80,496.86,47698.56,13209.31
2022-06-13,Sports,Tennis Racket,North,Direct,71,312.12,26592.62,
2022-06-13,Clothing,Dress,South,Retail,9,146.89,1255.91,251.0
2022-06-13,Clothing,Jeans,West,Direct,50,70.24,3863.2,880.42
2022-06-13,Clothing,Jeans,North,Retail,77,315.06,29111.54,8311.28
2022-06-13,Sports,Dumbbell Set,East,Wholesale,67,45.14,3024.38,797.01
2022-06-13,Electronics,Laptop,Central,Wholesale,47,297.0,13959.0,5326.07
2022-06-13,Beauty,Skin Care Kit,South,Retail,93,62.66,5536.01,1419.31
2022-06-13,Electronics,Headphones,Central,Retail,93,283.57,26372.01,5718.49
2022-06-13,Clothing,T-Shirt,West,Direct,66,131.11,9518.59,4071.58
2022-06-13,Electronics,Smartwatch,East,Wholesale,72,49.84,3588.48,1542.84
2022-06-13,Electronics,Smartphone,North,Retail,60,138.74,9989.28,2820.06
2022-06-13,Beauty,Makeup Palette,North,Direct,28,437.43,14697.65,2310.63
2022-06-14,Sports,Yoga Mat,North,Retail,21,188.74,4756.25,1506.22
2022-06-14,Sports,Running Shoes,South,Direct,51,140.85,6824.18,1537.45
2022-06-14,Home & Garden,Lamp,Central,Wholesale,55,271.56,14935.8,2500.85
2022-06-14,Electronics,Smartphone,North,Direct,70,67.76,5691.84,956.17
2022-06-14,Electronics,Smartphone,East,Retail,10,94.17,941.7,236.85
2022-06-14,Sports,Tennis Racket,South,Direct,9,183.29,1567.13,521.64
2022-06-14,Sports,Yoga Mat,Central,Retail,90,486.3,43767.0,11913.15
2022-06-14,Beauty,Fragrance,East,Retail,67,156.7,10498.9,2380.68
2022-06-14,Home & Garden,Cookware Set,West,Retail,47,469.04,24249.37,7412.2
2022-06-14,Beauty,Face Serum,South,Retail,65,15.1,932.42,331.63
2022-06-14,Home & Garden,Cookware Set,Central,Wholesale,58,209.99,12179.42,4576.07
